"File","Line","Column","Message","RuleId"
"D:\project\egov-enterprise\frontend\src\app\cop\cmy\selectCommunityList\CommunityHubClient.tsx","41","21","'startTransition' is assigned a value but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\cop\sms\selectSmsList\SmsHubClient.tsx","3","36","'useTransition' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\cop\sms\selectSmsList\SmsHubClient.tsx","19","3","'Calendar' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\cop\sms\selectSmsList\SmsHubClient.tsx","24","3","'AlertCircle' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\cop\sms\selectSmsList\SmsHubClient.tsx","26","3","'ArrowUpRight' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\cop\sms\selectSmsList\SmsHubClient.tsx","27","3","'UserPlus' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\cop\sms\selectSmsList\SmsHubClient.tsx","39","3","'DialogFooter' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\help\page.tsx","7","50","'ChevronUp' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\help\page.tsx","7","91","'Hash' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\help\page.tsx","13","10","'ErrorStateDisplay' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\layout.tsx","72","14","'e' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\note\page.tsx","107","18","'item' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\dept-job\[id]\page.tsx","18","10","'DynamicBreadcrumb' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\dept-job\insertDeptJob\page.tsx","12","38","'Home' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\dept-job\insertDeptJob\page.tsx","12","44","'ChevronRight' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\dept-job\selectDeptJobList\page.tsx","17","35","'Home' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\dept-job\selectDeptJobList\page.tsx","17","41","'ChevronRight' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\schedule\dept\page.tsx","25","10","'Calendar' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\schedule\dept\page.tsx","26","10","'Popover' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\schedule\dept\page.tsx","26","19","'PopoverContent' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\schedule\dept\page.tsx","26","35","'PopoverTrigger' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\schedule\dept\page.tsx","27","10","'cn' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\smart-toolkit\schedule\dept\page.tsx","29","22","'CalendarIcon' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\page.tsx","12","10","'cn' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\page.tsx","26","16","'error' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\response\[id]\page.tsx","7","10","'PageHeader' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\response\page.tsx","3","10","'QustnrRespondInfo' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\stats\page.tsx","16","41","'PieChart' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\stats\page.tsx","16","51","'Activity' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\app\survey\stats\page.tsx","24","44","'refetch' is assigned a value but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonClCodeForm.tsx","6","10","'cn' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","10","'Pencil' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","18","'Plus' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","24","'Save' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","30","'Hash' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","36","'Type' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","42","'Code2' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","6","49","'CheckCircle2' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonCodeForm.tsx","7","10","'cn' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\admin\system\CommonDetailCodeForm.tsx","6","10","'cn' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\ui\calendar.tsx","4","10","'ChevronLeft' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\ui\calendar.tsx","4","23","'ChevronRight' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\ui\command.tsx","12","3","'DialogHeader' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\ui\hub\HubChartCard.tsx","4","18","'Variants' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\ui\hub\HubChartCard.tsx","6","10","'LucideIcon' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\components\ui\hub\HubMetrics.tsx","29","9","'colorMap' is assigned a value but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\contexts\__tests__\websocket-context.test.tsx","8","22","'act' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\contexts\__tests__\websocket-context.test.tsx","9","36","'beforeEach' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\hooks\api\use-board-list.ts","3","21","'BoardResponse' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\hooks\use-auto-save-draft.ts","30","11","'toast' is assigned a value but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\hooks\useAppForm.ts","7","10","'useCallback' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\lib\api\client.ts","42","16","'e' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\lib\api\menu-loader.ts","3","10","'MenuInfo' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\lib\validation\__tests__\schemas.test.ts","2","45","'boardMasterSchema' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\services\business\community\communityService.ts","4","10","'CommunityDto' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\services\foundation\system\IsmAdminService.ts","1","22","'AdminService' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\services\foundation\system\MonitoringAdminService.ts","73","14","'e' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\services\foundation\system\MonitoringAdminService.ts","89","14","'e' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\services\foundation\system\MonitoringAdminService.ts","101","14","'e' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\services\foundation\system\SystemLogAdminService.ts","2","59","'LoginLogType' is defined but never used.","@typescript-eslint/no-unused-vars"
"D:\project\egov-enterprise\frontend\src\types\foundation\program.ts","1","10","'PaginationInfo' is defined but never used.","@typescript-eslint/no-unused-vars"
